item,condition,sentence,target,alternative
ParkerAn_26_OBLIQUE_P,OBLIQUE_P,Le chef cooked with the onions obviously,eétait,eétaient
ParkerAn_26_OBLIQUE_P,OBLIQUE_P,Le chefqui cuisinait avec les oignons évidemment,was,were
ParkerAn_26_OBLIQUE_P,OBLIQUE_P,Le chefqui cuisinait avec les oignons évidemment,eétait,eétaient
ParkerAn_26_CORE_P,CORE_P,The chef  cooked  the onions obviously,was,were
ParkerAn_26_CORE_P,CORE_P,The chef  cooked  the onions obviously,eétait,eétaient
ParkerAn_26_CORE_P,CORE_P,The chef qui a cuit les oignons évidemment,was,were
ParkerAn_26_CORE_P,CORE_P,The chef qui a cuit les oignons évidemment,eétait,eétaient
ParkerAn_26_CORE_P,CORE_P,Le chef cooked  the onions obviously,was,were
ParkerAn_26_CORE_P,CORE_P,Le chef cooked  the onions obviously,eétait,eétaient
ParkerAn_26_CORE_P,CORE_P,Le chefqui a cuit les oignons évidemment,was,were
ParkerAn_26_CORE_P,CORE_P,Le chefqui a cuit les oignons évidemment,eétait,eétaient
ParkerAn_27_OBLIQUE_S,OBLIQUE_S,The host  sat near the guest certainly,was,were
ParkerAn_27_OBLIQUE_S,OBLIQUE_S,The host  sat near the guest certainly,eétait,eétaient
ParkerAn_27_OBLIQUE_S,OBLIQUE_S,The host qui s'est assis près de l'invité certainement,was,were
ParkerAn_27_OBLIQUE_S,OBLIQUE_S,The host qui s'est assis près de l'invité certainement,eétait,eétaient
ParkerAn_27_OBLIQUE_S,OBLIQUE_S,L'hôte sat near the guest certainly,was,were
ParkerAn_27_OBLIQUE_S,OBLIQUE_S,L'hôte sat near the guest certainly,eétait,eétaient
ParkerAn_27_OBLIQUE_S,OBLIQUE_S,L'hôtequi s'est assis près de l'invité certainement,was,were
ParkerAn_27_OBLIQUE_S,OBLIQUE_S,L'hôtequi s'est assis près de l'invité certainement,eétait,eétaient
ParkerAn_27_CORE_S,CORE_S,The host  sat  the guest certainly,was,were
ParkerAn_27_CORE_S,CORE_S,The host  sat  the guest certainly,eétait,eétaient
ParkerAn_27_CORE_S,CORE_S,The host qui a assis l'invité certainement,was,were
ParkerAn_27_CORE_S,CORE_S,The host qui a assis l'invité certainement,eétait,eétaient
ParkerAn_27_CORE_S,CORE_S,L'hôte sat  the guest certainly,was,were
ParkerAn_27_CORE_S,CORE_S,L'hôte sat  the guest certainly,eétait,eétaient
ParkerAn_27_CORE_S,CORE_S,L'hôtequi a assis l'invité certainement,was,were
ParkerAn_27_CORE_S,CORE_S,L'hôtequi a assis l'invité certainement,eétait,eétaient
ParkerAn_27_OBLIQUE_P,OBLIQUE_P,The host  sat near the guests certainly,was,were
ParkerAn_27_OBLIQUE_P,OBLIQUE_P,The host  sat near the guests certainly,eétait,eétaient
ParkerAn_27_OBLIQUE_P,OBLIQUE_P,The host qui s'est assis près des invités certainement,was,were
ParkerAn_27_OBLIQUE_P,OBLIQUE_P,The host qui s'est assis près des invités certainement,eétait,eétaient
ParkerAn_27_OBLIQUE_P,OBLIQUE_P,L'hôte sat near the guests certainly,was,were
ParkerAn_27_OBLIQUE_P,OBLIQUE_P,L'hôte sat near the guests certainly,eétait,eétaient
ParkerAn_27_OBLIQUE_P,OBLIQUE_P,L'hôtequi s'est assis près des invités certainement,was,were
ParkerAn_27_OBLIQUE_P,OBLIQUE_P,L'hôtequi s'est assis près des invités certainement,eétait,eétaient
ParkerAn_27_CORE_P,CORE_P,The host  sat  the guests certainly,was,were
ParkerAn_27_CORE_P,CORE_P,The host  sat  the guests certainly,eétait,eétaient
ParkerAn_27_CORE_P,CORE_P,The host qui a assis les invités certainement,was,were
ParkerAn_27_CORE_P,CORE_P,The host qui a assis les invités certainement,eétait,eétaient
ParkerAn_27_CORE_P,CORE_P,L'hôte sat  the guests certainly,was,were
ParkerAn_27_CORE_P,CORE_P,L'hôte sat  the guests certainly,eétait,eétaient
ParkerAn_27_CORE_P,CORE_P,L'hôtequi a assis les invités certainement,was,were
ParkerAn_27_CORE_P,CORE_P,L'hôtequi a assis les invités certainement,eétait,eétaient
ParkerAn_28_OBLIQUE_S,OBLIQUE_S,The stewardess  sat behind the passenger certainly,was,were
ParkerAn_28_OBLIQUE_S,OBLIQUE_S,The stewardess  sat behind the passenger certainly,eétait,eétaient
ParkerAn_28_OBLIQUE_S,OBLIQUE_S,The stewardess qui s'assit certainement derrière le passager,was,were
ParkerAn_28_OBLIQUE_S,OBLIQUE_S,The stewardess qui s'assit certainement derrière le passager,eétait,eétaient
ParkerAn_28_OBLIQUE_S,OBLIQUE_S,L'hôtesse sat behind the passenger certainly,was,were
ParkerAn_28_OBLIQUE_S,OBLIQUE_S,L'hôtesse sat behind the passenger certainly,eétait,eétaient
ParkerAn_28_OBLIQUE_S,OBLIQUE_S,L'hôtessequi s'assit certainement derrière le passager,was,were
ParkerAn_28_OBLIQUE_S,OBLIQUE_S,L'hôtessequi s'assit certainement derrière le passager,eétait,eétaient
ParkerAn_28_CORE_S,CORE_S,The stewardess  sat  the passenger certainly,was,were
ParkerAn_28_CORE_S,CORE_S,The stewardess  sat  the passenger certainly,eétait,eétaient
ParkerAn_28_CORE_S,CORE_S,The stewardess qui a assis le passager certainement,was,were
ParkerAn_28_CORE_S,CORE_S,The stewardess qui a assis le passager certainement,eétait,eétaient
ParkerAn_28_CORE_S,CORE_S,L'hôtesse sat  the passenger certainly,was,were
ParkerAn_28_CORE_S,CORE_S,L'hôtesse sat  the passenger certainly,eétait,eétaient
ParkerAn_28_CORE_S,CORE_S,L'hôtessequi a assis le passager certainement,was,were
ParkerAn_28_CORE_S,CORE_S,L'hôtessequi a assis le passager certainement,eétait,eétaient
ParkerAn_28_OBLIQUE_P,OBLIQUE_P,The stewardess  sat behind the passengers certainly,was,were
ParkerAn_28_OBLIQUE_P,OBLIQUE_P,The stewardess  sat behind the passengers certainly,eétait,eétaient
ParkerAn_28_OBLIQUE_P,OBLIQUE_P,The stewardess qui s'est assis derrière les passagers certainement,was,were
ParkerAn_28_OBLIQUE_P,OBLIQUE_P,The stewardess qui s'est assis derrière les passagers certainement,eétait,eétaient
ParkerAn_28_OBLIQUE_P,OBLIQUE_P,L'hôtesse sat behind the passengers certainly,was,were
ParkerAn_28_OBLIQUE_P,OBLIQUE_P,L'hôtesse sat behind the passengers certainly,eétait,eétaient
ParkerAn_28_OBLIQUE_P,OBLIQUE_P,L'hôtessequi s'est assis derrière les passagers certainement,was,were
ParkerAn_28_OBLIQUE_P,OBLIQUE_P,L'hôtessequi s'est assis derrière les passagers certainement,eétait,eétaient
ParkerAn_28_CORE_P,CORE_P,The stewardess  sat  the passengers certainly,was,were
ParkerAn_28_CORE_P,CORE_P,The stewardess  sat  the passengers certainly,eétait,eétaient
ParkerAn_28_CORE_P,CORE_P,The stewardess qui a assis les passagers certainement,was,were
ParkerAn_28_CORE_P,CORE_P,The stewardess qui a assis les passagers certainement,eétait,eétaient
ParkerAn_28_CORE_P,CORE_P,L'hôtesse sat  the passengers certainly,was,were
ParkerAn_28_CORE_P,CORE_P,L'hôtesse sat  the passengers certainly,eétait,eétaient
ParkerAn_28_CORE_P,CORE_P,L'hôtessequi a assis les passagers certainement,was,were
ParkerAn_28_CORE_P,CORE_P,L'hôtessequi a assis les passagers certainement,eétait,eétaient
ParkerAn_29_OBLIQUE_S,OBLIQUE_S,The driver  crossed over the bridge luckily,was,were
ParkerAn_29_OBLIQUE_S,OBLIQUE_S,The driver  crossed over the bridge luckily,eétait,eétaient
ParkerAn_29_OBLIQUE_S,OBLIQUE_S,The driver qui a traversé le pont heureusement,was,were
ParkerAn_29_OBLIQUE_S,OBLIQUE_S,The driver qui a traversé le pont heureusement,eétait,eétaient
ParkerAn_29_OBLIQUE_S,OBLIQUE_S,Le conducteur crossed over the bridge luckily,was,were
ParkerAn_29_OBLIQUE_S,OBLIQUE_S,Le conducteur crossed over the bridge luckily,eétait,eétaient
ParkerAn_29_OBLIQUE_S,OBLIQUE_S,Le conducteurqui a traversé le pont heureusement,was,were
ParkerAn_29_OBLIQUE_S,OBLIQUE_S,Le conducteurqui a traversé le pont heureusement,eétait,eétaient
ParkerAn_29_CORE_S,CORE_S,The driver  crossed  the bridge luckily,was,were
ParkerAn_29_CORE_S,CORE_S,The driver  crossed  the bridge luckily,eétait,eétaient
ParkerAn_29_CORE_S,CORE_S,The driver qui a traversé le pont heureusement,was,were
ParkerAn_29_CORE_S,CORE_S,The driver qui a traversé le pont heureusement,eétait,eétaient
ParkerAn_29_CORE_S,CORE_S,Le conducteur crossed  the bridge luckily,was,were
ParkerAn_29_CORE_S,CORE_S,Le conducteur crossed  the bridge luckily,eétait,eétaient
ParkerAn_29_CORE_S,CORE_S,Le conducteurqui a traversé le pont heureusement,was,were
ParkerAn_29_CORE_S,CORE_S,Le conducteurqui a traversé le pont heureusement,eétait,eétaient
ParkerAn_29_OBLIQUE_P,OBLIQUE_P,The driver  crossed over the bridges luckily,was,were
ParkerAn_29_OBLIQUE_P,OBLIQUE_P,The driver  crossed over the bridges luckily,eétait,eétaient
ParkerAn_29_OBLIQUE_P,OBLIQUE_P,The driver qui a traversé les ponts heureusement,was,were
ParkerAn_29_OBLIQUE_P,OBLIQUE_P,The driver qui a traversé les ponts heureusement,eétait,eétaient
ParkerAn_29_OBLIQUE_P,OBLIQUE_P,Le conducteur crossed over the bridges luckily,was,were
ParkerAn_29_OBLIQUE_P,OBLIQUE_P,Le conducteur crossed over the bridges luckily,eétait,eétaient
ParkerAn_29_OBLIQUE_P,OBLIQUE_P,Le conducteurqui a traversé les ponts heureusement,was,were
ParkerAn_29_OBLIQUE_P,OBLIQUE_P,Le conducteurqui a traversé les ponts heureusement,eétait,eétaient
ParkerAn_29_CORE_P,CORE_P,The driver  crossed  the bridges luckily,was,were
ParkerAn_29_CORE_P,CORE_P,The driver  crossed  the bridges luckily,eétait,eétaient
ParkerAn_29_CORE_P,CORE_P,The driver qui a traversé les ponts heureusement,was,were
ParkerAn_29_CORE_P,CORE_P,The driver qui a traversé les ponts heureusement,eétait,eétaient
ParkerAn_29_CORE_P,CORE_P,Le conducteur crossed  the bridges luckily,was,were
ParkerAn_29_CORE_P,CORE_P,Le conducteur crossed  the bridges luckily,eétait,eétaient
ParkerAn_29_CORE_P,CORE_P,Le conducteurqui a traversé les ponts heureusement,was,were
ParkerAn_29_CORE_P,CORE_P,Le conducteurqui a traversé les ponts heureusement,eétait,eétaient
ParkerAn_30_OBLIQUE_S,OBLIQUE_S,The professor  wrote on the test certainly,was,were
ParkerAn_30_OBLIQUE_S,OBLIQUE_S,The professor  wrote on the test certainly,eétait,eétaient
ParkerAn_30_OBLIQUE_S,OBLIQUE_S,The professor qui a certainement écrit sur le test,was,were
ParkerAn_30_OBLIQUE_S,OBLIQUE_S,The professor qui a certainement écrit sur le test,eétait,eétaient
ParkerAn_30_OBLIQUE_S,OBLIQUE_S,Le professeur wrote on the test certainly,was,were
ParkerAn_30_OBLIQUE_S,OBLIQUE_S,Le professeur wrote on the test certainly,eétait,eétaient
ParkerAn_30_OBLIQUE_S,OBLIQUE_S,Le professeurqui a certainement écrit sur le test,was,were
ParkerAn_30_OBLIQUE_S,OBLIQUE_S,Le professeurqui a certainement écrit sur le test,eétait,eétaient
ParkerAn_30_CORE_S,CORE_S,The professor  wrote  the test certainly,was,were
ParkerAn_30_CORE_S,CORE_S,The professor  wrote  the test certainly,eétait,eétaient
ParkerAn_30_CORE_S,CORE_S,The professor qui a certainement écrit le test,was,were
ParkerAn_30_CORE_S,CORE_S,The professor qui a certainement écrit le test,eétait,eétaient
ParkerAn_30_CORE_S,CORE_S,Le professeur wrote  the test certainly,was,were
ParkerAn_30_CORE_S,CORE_S,Le professeur wrote  the test certainly,eétait,eétaient
ParkerAn_30_CORE_S,CORE_S,Le professeurqui a certainement écrit le test,was,were
ParkerAn_30_CORE_S,CORE_S,Le professeurqui a certainement écrit le test,eétait,eétaient
ParkerAn_30_OBLIQUE_P,OBLIQUE_P,The professor  wrote on the tests certainly,was,were
ParkerAn_30_OBLIQUE_P,OBLIQUE_P,The professor  wrote on the tests certainly,eétait,eétaient
ParkerAn_30_OBLIQUE_P,OBLIQUE_P,The professor qui a certainement écrit sur les tests,was,were
ParkerAn_30_OBLIQUE_P,OBLIQUE_P,The professor qui a certainement écrit sur les tests,eétait,eétaient
ParkerAn_30_OBLIQUE_P,OBLIQUE_P,Le professeur wrote on the tests certainly,was,were
ParkerAn_30_OBLIQUE_P,OBLIQUE_P,Le professeur wrote on the tests certainly,eétait,eétaient
ParkerAn_30_OBLIQUE_P,OBLIQUE_P,Le professeurqui a certainement écrit sur les tests,was,were
ParkerAn_30_OBLIQUE_P,OBLIQUE_P,Le professeurqui a certainement écrit sur les tests,eétait,eétaient
ParkerAn_30_CORE_P,CORE_P,The professor  wrote  the tests certainly,was,were
ParkerAn_30_CORE_P,CORE_P,The professor  wrote  the tests certainly,eétait,eétaient
ParkerAn_30_CORE_P,CORE_P,The professor qui a certainement écrit les tests,was,were
ParkerAn_30_CORE_P,CORE_P,The professor qui a certainement écrit les tests,eétait,eétaient
ParkerAn_30_CORE_P,CORE_P,Le professeur wrote  the tests certainly,was,were
ParkerAn_30_CORE_P,CORE_P,Le professeur wrote  the tests certainly,eétait,eétaient
ParkerAn_30_CORE_P,CORE_P,Le professeurqui a certainement écrit les tests,was,were
ParkerAn_30_CORE_P,CORE_P,Le professeurqui a certainement écrit les tests,eétait,eétaient
ParkerAn_31_OBLIQUE_S,OBLIQUE_S,The journalist  wrote about the article obviously,was,were
ParkerAn_31_OBLIQUE_S,OBLIQUE_S,The journalist  wrote about the article obviously,eétait,eétaient
ParkerAn_31_OBLIQUE_S,OBLIQUE_S,The journalist qui a écrit sur l'article de toute évidence,was,were
ParkerAn_31_OBLIQUE_S,OBLIQUE_S,The journalist qui a écrit sur l'article de toute évidence,eétait,eétaient
ParkerAn_31_OBLIQUE_S,OBLIQUE_S,La journaliste wrote about the article obviously,was,were
ParkerAn_31_OBLIQUE_S,OBLIQUE_S,La journaliste wrote about the article obviously,eétait,eétaient
ParkerAn_31_OBLIQUE_S,OBLIQUE_S,La journalistequi a écrit sur l'article de toute évidence,was,were
ParkerAn_31_OBLIQUE_S,OBLIQUE_S,La journalistequi a écrit sur l'article de toute évidence,eétait,eétaient
ParkerAn_31_CORE_S,CORE_S,The journalist  wrote  the article obviously,was,were
ParkerAn_31_CORE_S,CORE_S,The journalist  wrote  the article obviously,eétait,eétaient
ParkerAn_31_CORE_S,CORE_S,The journalist qui a écrit l'article de toute évidence,was,were
ParkerAn_31_CORE_S,CORE_S,The journalist qui a écrit l'article de toute évidence,eétait,eétaient
ParkerAn_31_CORE_S,CORE_S,La journaliste wrote  the article obviously,was,were
ParkerAn_31_CORE_S,CORE_S,La journaliste wrote  the article obviously,eétait,eétaient
ParkerAn_31_CORE_S,CORE_S,La journalistequi a écrit l'article de toute évidence,was,were
ParkerAn_31_CORE_S,CORE_S,La journalistequi a écrit l'article de toute évidence,eétait,eétaient
ParkerAn_31_OBLIQUE_P,OBLIQUE_P,The journalist  wrote about the articles obviously,was,were
ParkerAn_31_OBLIQUE_P,OBLIQUE_P,The journalist  wrote about the articles obviously,eétait,eétaient
ParkerAn_31_OBLIQUE_P,OBLIQUE_P,The journalist qui a écrit sur les articles évidemment,was,were
ParkerAn_31_OBLIQUE_P,OBLIQUE_P,The journalist qui a écrit sur les articles évidemment,eétait,eétaient
ParkerAn_31_OBLIQUE_P,OBLIQUE_P,La journaliste wrote about the articles obviously,was,were
ParkerAn_31_OBLIQUE_P,OBLIQUE_P,La journaliste wrote about the articles obviously,eétait,eétaient
ParkerAn_31_OBLIQUE_P,OBLIQUE_P,La journalistequi a écrit sur les articles évidemment,was,were
ParkerAn_31_OBLIQUE_P,OBLIQUE_P,La journalistequi a écrit sur les articles évidemment,eétait,eétaient
ParkerAn_31_CORE_P,CORE_P,The journalist  wrote  the articles obviously,was,were
ParkerAn_31_CORE_P,CORE_P,The journalist  wrote  the articles obviously,eétait,eétaient
ParkerAn_31_CORE_P,CORE_P,The journalist qui a écrit les articles évidemment,was,were
ParkerAn_31_CORE_P,CORE_P,The journalist qui a écrit les articles évidemment,eétait,eétaient
ParkerAn_31_CORE_P,CORE_P,La journaliste wrote  the articles obviously,was,were
ParkerAn_31_CORE_P,CORE_P,La journaliste wrote  the articles obviously,eétait,eétaient
ParkerAn_31_CORE_P,CORE_P,La journalistequi a écrit les articles évidemment,was,were
ParkerAn_31_CORE_P,CORE_P,La journalistequi a écrit les articles évidemment,eétait,eétaient
ParkerAn_32_OBLIQUE_S,OBLIQUE_S,The robber  broke into the drawer apparently,was,were
ParkerAn_32_OBLIQUE_S,OBLIQUE_S,The robber  broke into the drawer apparently,eétait,eétaient
ParkerAn_32_OBLIQUE_S,OBLIQUE_S,The robber qui est apparemment entré par effraction dans le tiroir,was,were
ParkerAn_32_OBLIQUE_S,OBLIQUE_S,The robber qui est apparemment entré par effraction dans le tiroir,eétait,eétaient
ParkerAn_32_OBLIQUE_S,OBLIQUE_S,Le voleur broke into the drawer apparently,was,were
ParkerAn_32_OBLIQUE_S,OBLIQUE_S,Le voleur broke into the drawer apparently,eétait,eétaient
ParkerAn_32_OBLIQUE_S,OBLIQUE_S,Le voleurqui est apparemment entré par effraction dans le tiroir,was,were
ParkerAn_32_OBLIQUE_S,OBLIQUE_S,Le voleurqui est apparemment entré par effraction dans le tiroir,eétait,eétaient
ParkerAn_32_CORE_S,CORE_S,The robber  broke  the drawer apparently,was,were
ParkerAn_32_CORE_S,CORE_S,The robber  broke  the drawer apparently,eétait,eétaient
ParkerAn_32_CORE_S,CORE_S,The robber qui a cassé le tiroir apparemment,was,were
ParkerAn_32_CORE_S,CORE_S,The robber qui a cassé le tiroir apparemment,eétait,eétaient
ParkerAn_32_CORE_S,CORE_S,Le voleur broke  the drawer apparently,was,were
ParkerAn_32_CORE_S,CORE_S,Le voleur broke  the drawer apparently,eétait,eétaient
ParkerAn_32_CORE_S,CORE_S,Le voleurqui a cassé le tiroir apparemment,was,were
ParkerAn_32_CORE_S,CORE_S,Le voleurqui a cassé le tiroir apparemment,eétait,eétaient
ParkerAn_32_OBLIQUE_P,OBLIQUE_P,The robber  broke into the drawers apparently,was,were
ParkerAn_32_OBLIQUE_P,OBLIQUE_P,The robber  broke into the drawers apparently,eétait,eétaient
ParkerAn_32_OBLIQUE_P,OBLIQUE_P,The robber qui a fait irruption dans les tiroirs apparemment,was,were
ParkerAn_32_OBLIQUE_P,OBLIQUE_P,The robber qui a fait irruption dans les tiroirs apparemment,eétait,eétaient
ParkerAn_32_OBLIQUE_P,OBLIQUE_P,Le voleur broke into the drawers apparently,was,were
ParkerAn_32_OBLIQUE_P,OBLIQUE_P,Le voleur broke into the drawers apparently,eétait,eétaient
ParkerAn_32_OBLIQUE_P,OBLIQUE_P,Le voleurqui a fait irruption dans les tiroirs apparemment,was,were
ParkerAn_32_OBLIQUE_P,OBLIQUE_P,Le voleurqui a fait irruption dans les tiroirs apparemment,eétait,eétaient
ParkerAn_32_CORE_P,CORE_P,The robber  broke  the drawers apparently,was,were
ParkerAn_32_CORE_P,CORE_P,The robber  broke  the drawers apparently,eétait,eétaient
ParkerAn_32_CORE_P,CORE_P,The robber qui a cassé les tiroirs apparemment,was,were
ParkerAn_32_CORE_P,CORE_P,The robber qui a cassé les tiroirs apparemment,eétait,eétaient
ParkerAn_32_CORE_P,CORE_P,Le voleur broke  the drawers apparently,was,were
ParkerAn_32_CORE_P,CORE_P,Le voleur broke  the drawers apparently,eétait,eétaient
ParkerAn_32_CORE_P,CORE_P,Le voleurqui a cassé les tiroirs apparemment,was,were
ParkerAn_32_CORE_P,CORE_P,Le voleurqui a cassé les tiroirs apparemment,eétait,eétaient
ParkerAn_33_OBLIQUE_S,OBLIQUE_S,The dog  chewed on the bone probably,was,were
ParkerAn_33_OBLIQUE_S,OBLIQUE_S,The dog  chewed on the bone probably,eétait,eétaient
ParkerAn_33_OBLIQUE_S,OBLIQUE_S,The dog qui mordait probablement l'os,was,were
ParkerAn_33_OBLIQUE_S,OBLIQUE_S,The dog qui mordait probablement l'os,eétait,eétaient
ParkerAn_33_OBLIQUE_S,OBLIQUE_S,Le chien chewed on the bone probably,was,were
ParkerAn_33_OBLIQUE_S,OBLIQUE_S,Le chien chewed on the bone probably,eétait,eétaient
ParkerAn_33_OBLIQUE_S,OBLIQUE_S,Le chienqui mordait probablement l'os,was,were
ParkerAn_33_OBLIQUE_S,OBLIQUE_S,Le chienqui mordait probablement l'os,eétait,eétaient
ParkerAn_33_CORE_S,CORE_S,The dog  chewed  the bone probably,was,were
ParkerAn_33_CORE_S,CORE_S,The dog  chewed  the bone probably,eétait,eétaient
ParkerAn_33_CORE_S,CORE_S,The dog qui mordait probablement l'os,was,were
ParkerAn_33_CORE_S,CORE_S,The dog qui mordait probablement l'os,eétait,eétaient
ParkerAn_33_CORE_S,CORE_S,Le chien chewed  the bone probably,was,were
ParkerAn_33_CORE_S,CORE_S,Le chien chewed  the bone probably,eétait,eétaient
ParkerAn_33_CORE_S,CORE_S,Le chienqui mordait probablement l'os,was,were
ParkerAn_33_CORE_S,CORE_S,Le chienqui mordait probablement l'os,eétait,eétaient
ParkerAn_33_OBLIQUE_P,OBLIQUE_P,The dog  chewed on the bones probably,was,were
ParkerAn_33_OBLIQUE_P,OBLIQUE_P,The dog  chewed on the bones probably,eétait,eétaient
ParkerAn_33_OBLIQUE_P,OBLIQUE_P,The dog qui mordait probablement les os,was,were
ParkerAn_33_OBLIQUE_P,OBLIQUE_P,The dog qui mordait probablement les os,eétait,eétaient
ParkerAn_33_OBLIQUE_P,OBLIQUE_P,Le chien chewed on the bones probably,was,were
ParkerAn_33_OBLIQUE_P,OBLIQUE_P,Le chien chewed on the bones probably,eétait,eétaient
ParkerAn_33_OBLIQUE_P,OBLIQUE_P,Le chienqui mordait probablement les os,was,were
ParkerAn_33_OBLIQUE_P,OBLIQUE_P,Le chienqui mordait probablement les os,eétait,eétaient
ParkerAn_33_CORE_P,CORE_P,The dog  chewed  the bones probably,was,were
ParkerAn_33_CORE_P,CORE_P,The dog  chewed  the bones probably,eétait,eétaient
ParkerAn_33_CORE_P,CORE_P,The dog qui mordait probablement les os,was,were
ParkerAn_33_CORE_P,CORE_P,The dog qui mordait probablement les os,eétait,eétaient
ParkerAn_33_CORE_P,CORE_P,Le chien chewed  the bones probably,was,were
ParkerAn_33_CORE_P,CORE_P,Le chien chewed  the bones probably,eétait,eétaient
ParkerAn_33_CORE_P,CORE_P,Le chienqui mordait probablement les os,was,were
ParkerAn_33_CORE_P,CORE_P,Le chienqui mordait probablement les os,eétait,eétaient
ParkerAn_34_OBLIQUE_S,OBLIQUE_S,The coach  trained with the athlete definitely,was,were
ParkerAn_34_OBLIQUE_S,OBLIQUE_S,The coach  trained with the athlete definitely,eétait,eétaient
ParkerAn_34_OBLIQUE_S,OBLIQUE_S,The coach qui s'est entraîné avec l'athlète définitivement,was,were
ParkerAn_34_OBLIQUE_S,OBLIQUE_S,The coach qui s'est entraîné avec l'athlète définitivement,eétait,eétaient
ParkerAn_34_OBLIQUE_S,OBLIQUE_S,L'entraîneur trained with the athlete definitely,was,were
ParkerAn_34_OBLIQUE_S,OBLIQUE_S,L'entraîneur trained with the athlete definitely,eétait,eétaient
ParkerAn_34_OBLIQUE_S,OBLIQUE_S,L'entraîneurqui s'est entraîné avec l'athlète définitivement,was,were
ParkerAn_34_OBLIQUE_S,OBLIQUE_S,L'entraîneurqui s'est entraîné avec l'athlète définitivement,eétait,eétaient
ParkerAn_34_CORE_S,CORE_S,The coach  trained  the athlete definitely,was,were
ParkerAn_34_CORE_S,CORE_S,The coach  trained  the athlete definitely,eétait,eétaient
ParkerAn_34_CORE_S,CORE_S,The coach qui a définitivement formé l'athlète,was,were
ParkerAn_34_CORE_S,CORE_S,The coach qui a définitivement formé l'athlète,eétait,eétaient
ParkerAn_34_CORE_S,CORE_S,L'entraîneur trained  the athlete definitely,was,were
ParkerAn_34_CORE_S,CORE_S,L'entraîneur trained  the athlete definitely,eétait,eétaient
ParkerAn_34_CORE_S,CORE_S,L'entraîneurqui a définitivement formé l'athlète,was,were
ParkerAn_34_CORE_S,CORE_S,L'entraîneurqui a définitivement formé l'athlète,eétait,eétaient
ParkerAn_34_OBLIQUE_P,OBLIQUE_P,The coach  trained with the athletes definitely,was,were
ParkerAn_34_OBLIQUE_P,OBLIQUE_P,The coach  trained with the athletes definitely,eétait,eétaient
ParkerAn_34_OBLIQUE_P,OBLIQUE_P,The coach qui s'est entraîné avec les athlètes définitivement,was,were
ParkerAn_34_OBLIQUE_P,OBLIQUE_P,The coach qui s'est entraîné avec les athlètes définitivement,eétait,eétaient
ParkerAn_34_OBLIQUE_P,OBLIQUE_P,L'entraîneur trained with the athletes definitely,was,were
ParkerAn_34_OBLIQUE_P,OBLIQUE_P,L'entraîneur trained with the athletes definitely,eétait,eétaient
ParkerAn_34_OBLIQUE_P,OBLIQUE_P,L'entraîneurqui s'est entraîné avec les athlètes définitivement,was,were
ParkerAn_34_OBLIQUE_P,OBLIQUE_P,L'entraîneurqui s'est entraîné avec les athlètes définitivement,eétait,eétaient
ParkerAn_34_CORE_P,CORE_P,The coach  trained  the athletes definitely,was,were
ParkerAn_34_CORE_P,CORE_P,The coach  trained  the athletes definitely,eétait,eétaient
ParkerAn_34_CORE_P,CORE_P,The coach qui a définitivement formé les athlètes,was,were
ParkerAn_34_CORE_P,CORE_P,The coach qui a définitivement formé les athlètes,eétait,eétaient
ParkerAn_34_CORE_P,CORE_P,L'entraîneur trained  the athletes definitely,was,were
ParkerAn_34_CORE_P,CORE_P,L'entraîneur trained  the athletes definitely,eétait,eétaient
ParkerAn_34_CORE_P,CORE_P,L'entraîneurqui a définitivement formé les athlètes,was,were
ParkerAn_34_CORE_P,CORE_P,L'entraîneurqui a définitivement formé les athlètes,eétait,eétaient
ParkerAn_35_OBLIQUE_S,OBLIQUE_S,The child  walked by the puppy clearly,was,were
ParkerAn_35_OBLIQUE_S,OBLIQUE_S,The child  walked by the puppy clearly,eétait,eétaient
ParkerAn_35_OBLIQUE_S,OBLIQUE_S,The child qui marchait clairement à côté du chiot,was,were
ParkerAn_35_OBLIQUE_S,OBLIQUE_S,The child qui marchait clairement à côté du chiot,eétait,eétaient
ParkerAn_35_OBLIQUE_S,OBLIQUE_S,L'enfant walked by the puppy clearly,was,were
ParkerAn_35_OBLIQUE_S,OBLIQUE_S,L'enfant walked by the puppy clearly,eétait,eétaient
ParkerAn_35_OBLIQUE_S,OBLIQUE_S,L'enfantqui marchait clairement à côté du chiot,was,were
ParkerAn_35_OBLIQUE_S,OBLIQUE_S,L'enfantqui marchait clairement à côté du chiot,eétait,eétaient
ParkerAn_35_CORE_S,CORE_S,The child  walked  the puppy clearly,was,were
ParkerAn_35_CORE_S,CORE_S,The child  walked  the puppy clearly,eétait,eétaient
ParkerAn_35_CORE_S,CORE_S,The child qui a marché clairement le chiot,was,were
ParkerAn_35_CORE_S,CORE_S,The child qui a marché clairement le chiot,eétait,eétaient
ParkerAn_35_CORE_S,CORE_S,L'enfant walked  the puppy clearly,was,were
ParkerAn_35_CORE_S,CORE_S,L'enfant walked  the puppy clearly,eétait,eétaient
ParkerAn_35_CORE_S,CORE_S,L'enfantqui a marché clairement le chiot,was,were
ParkerAn_35_CORE_S,CORE_S,L'enfantqui a marché clairement le chiot,eétait,eétaient
ParkerAn_35_OBLIQUE_P,OBLIQUE_P,The child  walked by the puppies clearly,was,were
ParkerAn_35_OBLIQUE_P,OBLIQUE_P,The child  walked by the puppies clearly,eétait,eétaient
